lat,lon,percent_fair_or_poor_health,average_number_of_physically_unhealthy_days,percent_smokers,percent_adults_with_obesity,food_environment_index,percent_physically_inactive,percent_excessive_drinking,teen_birth_rate,percent_uninsured,Is_Medical_Desert
33.04068476,-84.68829613,21.74221196,3.948460627,18.21030701,33.3,7.1,43.6,13.30928315,36.24535316,16.20216432,No
31.16400903,-84.73079545,20.18645683,3.953880789,18.01135382,23.7,7.4,26.3,13.7313289,34.54384411,16.52289317,No
31.2253249,-84.19429763,23.34823335,4.18187549,20.40028861,34.5,6.1,31.0,13.37990634,48.42243646,17.6416819,No
33.01392553,-83.91866272,15.47047353,3.329428943,15.55574063,35.9,8.0,36.1,16.07203734,19.23076923,13.81150803,No
32.17339974,-82.53477728,18.11340412,3.653587286,17.09451473,40.0,7.2,33.1,15.85753928,35.39823009,16.8976703,No
33.59092647,-83.49227741,15.11733119,3.212636779,15.20223466,34.7,7.8,23.5,16.0271688,26.19760479,15.89781915,No
34.78844133,-84.74807543,19.12234228,3.8544211410000004,17.83613636,34.3,8.0,28.7,16.7779271,45.31656548,20.45441045,No
32.51002946,-84.8770543,20.73460642,3.8315313669999997,20.05814291,38.5,6.0,31.7,14.87156376,41.36031504,13.47317218,No
33.5550414,-83.85019093,18.30180246,3.5648008460000002,17.09154095,38.6,6.7,30.9,14.73248153,26.09942973,14.78363306,No
33.834967600000006,-83.43710746,12.54218117,2.816872748,13.74412128,24.2,8.9,24.9,17.77883873,4.16536499,11.77428273,No
33.8806742,-83.08071621,17.14386037,3.595831053,16.89302241,34.7,8.2,26.0,15.65477456,30.54989817,18.93397639,No
33.92054547,-84.86728364,15.33957578,3.22445454,15.50594831,34.0,8.2,27.1,19.72535384,14.37711897,12.84820326,No
32.56876262,-83.82689335,20.40412568,3.7668683489999997,17.8564164,37.4,6.8,30.2,14.35213418,23.71359503,17.33505822,No
34.46433832,-84.46556726,13.3521902,3.165838255,14.57754775,29.3,9.0,31.4,16.55378049,33.65303719,17.51524206,No
31.35877451,-82.21276744,18.16523767,3.816532305,18.24851222,36.2,7.8,39.3,15.86261254,46.01006470000001,15.99144439,No
33.0923013,-84.38925496,14.06856395,3.1382422880000003,14.95148163,34.3,8.8,26.7,17.53767535,20.82447939,14.43407388,No
34.00179797,-85.18814687,19.57340406,3.8176498889999997,17.85788786,37.8,7.8,29.2,15.79385419,46.87675227,19.10840816,No
32.23226931,-83.47597859999999,20.88762413,4.059448522,18.31613943,41.9,7.0,37.5,13.28852839,36.64416586,15.70508608,No
33.32177305,-83.37279765,18.59580594,3.65155595,16.00573479,34.3,8.0,37.6,14.62000779,34.16624171,18.72107186,No
31.86735339,-85.01877432,23.06716999,4.165017045,18.10709192,29.0,5.2,27.5,10.94799667,55.29953917,17.20098644,No
34.88174205,-83.40207685,17.79575652,3.7928976239999996,17.01657558,32.1,8.5,31.9,14.248160500000001,27.66210589,21.27266622,No
31.76265645,-84.75420492,28.3124645,4.724160676,21.36822422,36.1,4.6,23.3,10.53069179,37.23094823,15.88635454,No
33.3596023,-82.07351213,20.98511048,4.0294389960000006,19.90442764,35.6,5.1,30.6,14.36577317,40.27320906,14.2376723,No
33.654256700000005,-84.02659944,20.67330191,3.7247709,18.32833079,42.2,6.4,34.8,13.76399644,20.28770058,15.54586749,No
32.26166867,-84.31476109,20.14361607,3.985974661,18.294648499999997,26.9,7.6,27.9,14.8684755,14.52282158,15.11708787,No
32.75061321,-81.61194474,21.53969461,4.04671567,19.89608087,29.5,6.4,36.7,13.39735238,45.78405189,16.18010433,No
30.93879146,-84.86884301,21.02852523,3.9480945380000003,17.92539035,30.7,7.0,32.1,12.972464800000001,52.97651557,16.27053757,No
33.26088451,-84.28410061,21.02132195,4.035636108,18.69156861,39.3,6.8,32.8,13.96243705,46.26978146,15.68605093,No
34.55396522,-83.29347005,18.41201274,3.710792309,17.24790237,37.2,7.6,27.0,15.60420512,39.14709312,15.77645895,No
32.07849577,-84.8352213,33.02599085,4.986963306,23.87768159,31.6,6.1,30.1,13.51280601,56.62983425,17.92237443,No
32.03994806,-84.19699250000001,24.75469102,4.44022203,20.79132037,36.7,5.3,27.9,13.05198787,39.21800948,17.24466381,No
32.69950624,-84.53301322,21.45239979,3.9090344810000004,17.95276215,37.3,6.2,32.2,11.7575781,28.80658436,15.195767199999999,No
33.56614324,-82.87876779999999,26.1946836,4.438958618,20.71215209,35.6,2.7,28.0,10.85151385,53.49794239,19.80033278,No
32.04580554,-82.05813132,21.97331949,4.151675243,20.43579877,43.3,7.6,49.9,15.37640353,45.294635,18.95489421,No
32.55590473,-84.25186654,23.98897906,4.394286562,21.63112724,38.7,6.5,26.7,12.51355164,37.92526492,15.864332600000001,No
31.92981114,-82.93901577,24.82279024,4.317657768,20.96950642,25.1,6.8,48.3,14.30731372,43.57541899,16.26090485,No
31.77701017,-84.43697568,25.81893881,4.395052556,21.25589768,33.1,5.7,25.6,11.75435571,53.58150028,18.23327871,No
30.86376148,-83.91931943,20.440507399999998,3.9280928669999997,17.88825378,32.5,6.2,26.1,14.05366041,42.39583333,16.11927039,No
31.45743525,-83.52660662,21.96956019,4.186721611,18.82640513,36.0,7.0,39.5,14.56174003,41.18370214,17.7676399,No
32.12161857,-82.33121944,23.33515333,4.178050722,19.2793079,48.3,6.7,39.2,13.9859242,51.1202272,18.57650605,No
34.91664326,-83.73732689,14.93028586,3.416676999,13.86498291,26.1,8.6,28.3,14.52047126,16.11624835,17.32725892,No
32.40388089,-82.56728825,19.93898893,3.8562516469999997,18.28048509,35.7,7.4,31.5,14.95525254,38.29479769,16.09924986,No
33.03353059,-85.02834896,18.60057333,3.6831269489999996,18.04317082,40.4,6.8,34.9,14.61929123,43.07082357,14.72001672,No
31.71638702,-83.62409818,21.57361226,4.016478343999999,18.56569517,38.7,6.8,40.0,13.62534272,49.78586724,18.44981782,No
32.66720572,-83.42707988,22.843328600000003,4.17924827,20.13755623,36.1,6.9,28.7,12.87390935,28.832630100000003,17.20893142,No
34.83408488,-83.99076627,14.15736893,3.26775804,13.66682293,27.0,8.9,26.7,14.68783635,22.5943647,18.68625313,No
32.88126278,-84.29936670000001,19.90970066,3.929322378,18.17284267,26.6,6.2,31.0,14.28571437,52.34012147,13.82082877,No
34.73565161,-85.30099464,17.77553397,3.6630575480000003,17.19338686,36.6,7.4,35.5,15.40548374,44.30468204,15.20594779,No
33.78156415,-83.73387416,16.86508269,3.35377418,17.28746189,28.4,8.1,34.2,16.27365232,27.46425884,13.52927485,No
31.05377661,-82.42371774,21.90087161,4.009381863,19.04435871,36.3,5.9,35.1,14.64194345,69.13160504,15.5830453,No
33.40895241,-82.67675465,24.27396856,4.2080188839999995,19.67016172,57.7,6.5,27.8,11.45316401,24.19354839,15.64876134,No
32.9695396,-82.79593471,23.18413658,4.219378609,20.02729765,36.4,5.7,29.0,13.63460939,48.20462371,15.22668948,No
31.55146885,-81.91674197,20.22426892,4.001505475,18.54656549,40.9,6.4,26.0,15.38600245,51.87032419,14.52267966,No
32.04666296,-84.55104926,20.20158405,3.7806493339999996,17.10783407,25.8,7.1,27.8,13.25239553,30.08849558,16.29778672,No
32.11705871,-82.72458382,25.28921333,4.415511048,23.50614313,32.0,6.3,38.2,15.0838616,44.09171076,15.65585332,No
34.80561676,-84.96721231,22.81717774,3.932774513,17.74828459,34.5,8.1,31.5,14.76342916,39.24928275,23.04366477,No
31.97288295,-83.43232351,21.85821341,3.92426836,20.17208921,40.5,7.5,29.1,15.33059381,58.63402062,17.28209934,No
33.78195332,-82.74320374,23.98241097,4.2774950380000005,19.17724705,30.0,6.1,30.0,12.655680199999999,36.08502224,17.75140037,No
32.80238693,-83.17124291,20.872013,3.937328742,18.1903495,35.4,6.5,34.5,13.40580995,39.91811668,13.43304445,No
31.55151508,-83.85089036,19.90645552,3.885663306,18.26639967,51.0,7.3,32.8,14.49837357,36.56700366,17.10860879,No
19.59872431,-155.518508,13.94562311,3.676017732,14.32765567,25.5,7.3,21.0,19.25345062,28.93332643,6.396331312999999,No
21.45732929,-157.972883,13.04336416,3.100535318,10.99952128,23.4,8.3,20.6,20.44808555,19.98836368,4.126074861,No
22.05835821,-159.5236352,12.49327899,3.180738747,12.737811500000001,21.5,7.9,19.3,21.62995814,23.27670085,4.839847851,No
20.79081095,-156.3372536,12.860687400000002,3.1082267000000003,12.34343384,24.0,8.0,20.0,21.11403789,23.36200156,5.41739245,No
43.45109842,-116.24117379999998,11.474882000000001,3.209949912,11.99070066,25.6,8.1,14.9,17.87623376,13.08354736,8.743291765,No
44.88959801,-116.45383829999999,14.96162657,3.902892375,14.35193203,30.5,7.6,21.2,13.650256900000002,17.57188498,14.38309475,No
42.66849884,-112.2246267,14.89350021,4.0266672439999995,14.42402058,32.0,7.4,20.8,15.82082466,22.91208266,10.72309763,No
42.28475606,-111.3296672,13.54948369,3.571107955,13.16587242,26.4,7.7,19.8,15.14406426,22.58064516,10.23919429,No
47.21758721,-116.6587406,15.547673699999999,3.951215902,15.32512536,31.9,7.0,31.0,14.60650722,40.94579008,14.19263456,No
43.21656541,-112.3980926,15.9895549,3.8600775589999996,14.23834346,31.2,8.0,25.9,13.87793289,28.52981494,14.81690865,No
43.41195405,-113.98017649999998,14.18334924,3.5075141860000003,12.90267483,15.1,8.0,14.6,17.28336021,12.9499561,17.69350534,No
43.98913598,-115.7303778,13.38661002,3.569732883,12.94663315,30.6,6.1,25.3,15.27222072,10.28101439,13.33696244,No
48.30004189,-116.6012416,13.42059988,3.771980464,13.65392262,25.8,7.4,21.0,15.44799532,22.63744161,13.2954649,No
43.38774362,-111.6148033,14.72967667,3.7513917689999996,13.56030486,29.0,8.0,20.2,14.70615156,27.11750921,9.490626355,No
48.76694149,-116.462899,15.33405355,3.9518208230000003,14.87052291,28.8,7.2,27.7,14.42875301,23.77358491,18.15721091,No
43.62513298,-116.70931809999999,17.4538842,3.896621298,14.12930959,34.9,7.8,24.9,14.85253029,29.44989137,14.56780516,No
42.77053806,-111.5622723,13.17417977,3.4687509189999997,12.88786973,30.0,7.8,24.5,16.47246795,12.54705144,9.105098855,No
42.28383855,-113.60013810000001,15.57701643,3.684403788,13.55494608,37.6,7.8,24.9,15.68363561,36.66933547,15.54772098,No
46.67361565,-115.65632109999999,14.06840296,3.629384267,13.48517567,32.3,7.3,25.6,16.19885222,28.593508500000002,12.5088968,No
44.2411811,-114.28172430000001,14.79989329,3.818004067,14.22916532,27.9,6.4,25.5,14.75920527,17.0212766,13.76614548,Yes
43.35396261,-115.46930929999999,16.42678851,3.8705627789999997,15.60428068,35.2,7.0,25.6,17.32092872,35.34451981,13.520624300000001,No
42.18116102,-111.81322469999999,12.68636476,3.534157303,13.21666176,33.5,8.3,27.6,15.61403949,18.43317972,11.84551581,No
44.22886198,-111.48203400000001,15.614298999999999,3.764846673,13.97382645,29.7,8.4,22.3,16.04156761,22.68489745,14.04136065,No
44.06155217,-116.3975297,15.99123051,4.060423107,14.07110377,37.6,6.9,32.1,13.87345884,29.20110193,14.15480891,No
42.9710318,-114.81155109999999,17.37518832,4.013806687,14.63518419,33.7,8.8,28.2,15.60046295,33.91209984,19.68176255,No
45.84403239,-115.4675129,16.93516207,4.103136967,14.08857112,31.9,6.9,26.9,15.12941439,22.76588515,15.87357331,No
43.82016095,-112.311241,13.33521645,3.3370839919999997,13.06883939,31.9,8.4,22.5,16.38684048,18.1531176,12.529048800000002,No
42.689896999999995,-114.264072,17.25598974,3.947336905,14.84588855,31.8,7.8,28.4,14.57977677,50.20153903,20.49347168,No
47.67438083,-116.7018402,13.54864874,3.704100144,14.21916987,26.4,7.6,19.9,20.2896915,21.33796483,10.12158387,No
46.81619342,-116.7116466,13.58119522,3.6234914610000004,13.564902599999998,23.8,7.3,16.6,21.02538192,8.062658374,9.293879871,No
44.94331025,-113.93329950000002,15.48660986,4.046193436,15.23569569,24.0,6.4,22.0,12.57671785,26.41509434,12.37396884,Yes
46.23702353,-116.4262942,16.7313287,4.1593726030000004,14.940801500000001,28.0,6.4,27.4,14.22296594,31.51862464,14.39153439,No
43.00239282,-114.13831499999999,17.7624307,3.95962949,14.77717141,28.8,5.0,29.5,16.16528907,31.29161119,17.6483663,No
43.784154799999996,-111.65923670000001,17.4921266,4.390580214,15.491174599999999,27.1,6.2,18.2,15.78220381,6.5394047220000004,8.643752117,No
42.85423241,-113.63761699999999,18.65078557,4.144385701,13.83832598,34.0,8.2,29.8,14.84740232,42.77856997,17.48378426,No
46.32681683,-116.7502507,14.31000945,4.032299269,14.99724576,30.9,7.9,22.8,19.96221827,25.01503307,10.63190511,No
42.1949258,-112.5392989,12.84219541,3.506145234,12.96024348,29.4,8.0,23.2,15.83109866,15.7480315,11.92241871,No
42.58149308,-116.16993329999998,20.07404281,4.522412385,15.51551414,39.3,7.5,26.3,13.81130061,29.61432507,23.15360703,Yes
44.006752299999995,-116.7608463,16.72574007,3.9155380419999997,14.65187944,34.6,7.6,30.3,15.00196955,28.68852459,14.14324569,No
42.69366865,-112.8406923,18.54559647,4.012856212,14.50659928,35.6,8.5,24.3,15.71558428,46.22077216,16.88044339,No
47.35297449,-115.8924722,15.47383074,4.00299155,14.822053200000001,35.4,7.3,21.9,15.74239012,32.72576636,13.59529313,No
43.75947676,-111.20763600000001,12.91233729,3.303733952,13.47640388,21.4,8.8,20.9,18.52554826,16.74418605,16.49955326,No
42.35598792,-114.66714329999999,15.33122582,3.652895008,13.87111182,32.8,8.3,24.2,14.46149162,30.82410562,13.97748065,No
44.76659828,-115.56636029999999,11.94861151,3.2642042989999998,11.84552497,27.8,7.8,18.0,17.2056771,13.1061599,11.83475996,No
44.45242979,-116.7847496,17.97627229,4.1540892,15.09507337,35.1,7.5,29.7,13.83603359,27.52293578,16.43744158,No
39.9878781,-91.18853522,14.77251796,3.713502745,15.45718712,36.6,8.3,27.6,19.67664752,26.95456851,5.236587005,No
37.19152472,-89.33756723,24.27254001,4.879743377,21.55191863,26.2,5.4,22.6,14.51238125,51.6028147,6.365124847000001,No
38.88683973,-89.43556006,15.59846691,3.76561713,16.57100852,25.5,8.4,24.9,20.24765573,17.88289588,6.612251627999999,No
42.32306094,-88.82336484,15.61434201,3.6845202460000004,15.13581948,33.4,8.8,26.6,20.002377199999998,17.80250348,7.501940348,No
39.96183392,-90.75035135,15.60150068,3.619873188,16.96256909,23.4,7.5,23.2,23.06851335,28.40236686,3.6247334760000003,No
41.40415185,-89.52867917,15.16562245,3.6541520789999997,14.71160473,27.4,8.0,30.4,19.69558092,18.02431186,6.071332384,No
39.16925024,-90.6675377,13.69214692,3.536819762,14.82506582,36.2,8.4,23.4,19.54381552,15.353121799999998,5.988184747999999,No
42.06869511,-89.93439675,13.53228852,3.491167973,14.34995941,25.1,8.3,28.3,18.97435309,24.03156385,6.983394833999999,No
39.97357618,-90.24742647,17.31809673,3.78766737,15.9206666,34.7,8.8,26.9,19.70301273,38.79149571,8.503599922000001,No
40.14009803,-88.1992076,16.33273794,3.864222068,15.76518125,30.8,7.5,22.1,20.56380615,12.83684188,6.0591156360000005,No
39.54580842,-89.27728006,14.40016855,3.645516272,15.65915609,29.2,8.4,29.2,20.22434541,30.83359157,6.026812196,No
39.33359575,-87.78768974,15.40135046,3.819346349,16.05771988,36.8,8.4,28.2,19.53892954,28.14899062,5.9166469710000005,No
38.75415775,-88.4901667,14.93819057,3.75830628,15.83194353,23.5,8.4,35.1,19.65019999,39.98505232,6.2036156039999995,No
38.60645123,-89.42249738,12.99059161,3.33933115,15.02120629,38.9,8.7,21.0,23.21268399,16.76646707,4.757741838,No
39.52027554,-88.22181532,17.7365982,4.156926989,18.78808605,36.6,7.5,29.9,19.95605115,16.54719235,6.9443060679999995,No
41.84003921,-87.81671569,17.14085106,3.4710878010000004,13.77618316,28.0,8.3,21.0,22.23790134,24.486249899999997,9.972268492000001,No
39.00273279,-87.75964039,14.34633984,3.552384837,15.97957443,27.5,8.3,29.0,20.978844100000003,30.160487,5.925141243,No
41.893548100000004,-88.77032413,15.74336024,3.864876184,15.89541067,31.7,7.2,19.8,23.18572685,10.25208057,6.307213368999999,No
40.17461939,-88.90408826,13.91735839,3.598266534,15.47872977,27.5,8.7,25.0,20.23184046,27.08460134,5.205820559,No
39.76946546,-88.21737671,15.06231061,3.709056533,15.71502859,30.9,8.7,24.2,20.24937053,19.80874317,9.278286705,No
41.85195487,-88.08563937,12.90253039,3.1948201430000003,12.25749625,26.9,9.1,18.1,19.84850063,8.720363302,6.397594659,No
39.67855847,-87.74559991,14.65434153,3.66670198,15.360290300000003,30.9,7.2,28.9,19.36922727,27.88622421,6.01193546,No
38.41655061,-88.05328485,13.88110493,3.617913925,14.98696235,30.2,8.2,26.5,20.09601408,32.97546012,5.8189655170000005,No
39.05979093,-88.58987405,14.11345331,3.499772347,15.11828271,27.2,8.5,21.6,22.62496504,27.47015677,5.5948278920000005,No
39.00019534,-89.02413948,16.63998907,3.997148518,17.43324282,24.2,7.2,27.0,19.78499001,34.11214953,7.200450028,No
40.5972002,-88.2232719,15.31636168,3.798402976,16.44193842,25.2,8.0,27.8,19.69186212,24.12504247,6.186821415,No
37.99228695,-88.92414534,17.29238859,4.174512931000001,17.77305101,26.6,7.8,28.5,18.54216935,45.81973387,6.754477031,No
40.47277131,-90.20747947,15.80007241,3.8792065589999996,16.78484671,28.8,7.9,23.2,19.38244347,31.88191882,6.3841411070000005,No
37.76271035,-88.23054959999999,16.57260852,4.02084022,17.02715663,23.0,5.8,24.2,18.31686076,35.60209424,6.622004638,No
39.35621604,-90.39046749,15.49856515,3.862333931,16.87536568,28.2,7.9,28.3,19.51663645,28.70813397,6.429601152999999,No
41.28511276,-88.41849162,13.514413199999998,3.317783809,14.51444213,34.9,8.6,24.6,22.15697892,13.85018157,4.997594006,No
38.08157561,-88.53911783,15.21274661,3.743967132,16.02956893,25.4,8.3,27.5,19.44264249,26.84144819,5.6848352339999995,No
40.40375170000001,-91.16473997,13.99710985,3.7031970710000004,14.65254166,31.1,7.6,30.5,19.01184523,20.40238028,5.572017056,No
37.51821737,-88.26688440000001,17.61705452,4.146733596,17.95819251,24.5,7.8,25.5,17.95486278,23.89937107,7.293466989,No
40.81803234,-90.92511483,13.84506387,3.510135941,14.31435269,26.5,8.8,31.9,18.85581456,21.45922747,7.515698587,No
41.35314456,-90.13143703,14.37869936,3.595014875,14.694889499999999,36.6,8.4,25.6,20.29593784,23.50235024,6.245360772000001,No
40.74724995,-87.82435677,16.11665744,3.8896525910000004,15.64665916,29.0,8.1,25.7,18.47785877,27.16213964,7.744340144,No
37.7851512,-89.38213476,19.08448859,4.364322363,18.82257236,23.7,6.4,24.8,19.47882961,20.05436424,7.696635292000001,No
39.01003611,-88.15382835,13.66260585,3.4921798269999997,14.92507132,24.9,8.5,20.5,20.21745679,20.27695351,5.8236057070000005,No
38.30053749,-88.92399579,17.08851684,3.919419135,17.1556194,33.3,7.4,24.7,19.35496759,42.59605699,5.872437044,No
39.08568533,-90.35669373,13.52778349,3.5090682589999997,14.59159421,33.8,8.6,35.4,20.97008116,15.45735588,5.04406308,No
42.36576243,-90.21250527,12.83525727,3.322470234,13.21204477,28.7,8.6,25.8,19.35799461,15.52328493,7.12692038,No
37.45963631,-88.88093142,16.13760795,3.7688076660000003,16.53065971,24.6,7.1,26.1,20.14074048,24.54282964,5.878887842,No
41.93888869,-88.42864695,16.04068867,3.545412132,13.14262051,28.8,9.3,14.8,20.90298565,20.69574537,9.103724507999999,No
41.13771689,-87.86183075,16.44573353,3.8403488689999996,16.02343514,41.2,8.0,36.5,19.61937866,24.14302809,6.658104407000001,No
41.59054554,-88.42884135,13.43504206,3.081349543,13.87534136,31.4,9.4,22.0,23.11610159,8.986584775,5.256361832,No
40.93181491,-90.21326917,17.96199882,4.161226402,17.757583800000003,29.2,7.6,30.1,18.29835181,29.38024647,5.780457199,No
42.32337829,-88.00363099,14.0446992,3.189783999,13.75903326,25.4,9.0,19.8,20.37371527,14.23009356,7.134818398999999,No
41.34399369,-88.88596252,15.10722291,3.837719583,16.06501748,28.1,8.2,29.9,20.67733112,25.05183869,5.921120497,No
38.71998612,-87.72674475,16.68972613,3.8834694389999997,17.81350613,22.6,7.7,26.0,20.89517777,43.83242824,6.798065517,No
41.74620692,-89.30040190000001,15.23854143,3.599070836,16.01859513,37.1,8.6,27.7,19.58777584,24.23140997,5.810965727,No
40.8915759,-88.55772436,15.27544971,3.6608315960000004,15.97755374,34.3,8.5,26.9,20.11802621,26.45433009,5.722268587,No
40.12456858,-89.36754864,14.04613496,3.5069330439999997,14.93606939,36.1,7.9,24.3,20.78006121,25.22901337,5.251630245,No
40.45620284,-90.67791649,17.1754568,4.06708389,16.74929171,34.8,7.4,27.1,20.76838597,9.358054924,7.13799519,No
42.32447091,-88.45235841,13.41005033,3.285762707,13.61180006,33.0,8.9,21.3,22.03925349,9.321236208,5.953742869,No
40.49087795,-88.84733132,14.71930529,3.4999604339999997,14.97377371,33.5,7.7,23.2,21.94417326,11.60904667,5.12815056,No
39.85998925,-88.9616116,16.33762363,3.884181691,16.43921804,31.5,7.4,29.6,17.84650861,35.59056417,5.536222714,No
39.26101161,-89.92443787,14.360907999999998,3.640731782,15.81453097,28.0,8.2,23.4,19.858591600000004,20.66374452,5.953568262,No
38.82987917,-89.90514231,15.32785539,3.5633936139999998,16.47696423,36.9,7.5,23.9,20.93910179,23.23041072,4.9205690010000005,No
38.64960054,-88.91898577,16.71555064,3.97535653,17.38311296,29.6,7.2,32.3,18.72189336,43.08932846,6.173415024,No
41.03317278,-89.34476445,13.49488636,3.485653385,14.47747257,26.5,8.4,26.5,20.258272,27.5893261,5.886287625,No
40.23966337,-89.91677898,14.90606991,3.7456682010000004,16.24035993,29.8,7.4,27.4,19.41493284,31.20759837,6.252947279,No
37.2189768,-88.7077276,16.49683601,3.926138501,16.24992842,33.4,7.8,30.9,18.15071786,36.66895134,6.143525466,No
40.02739711,-89.80219266,13.07101738,3.423292931,14.61642518,30.1,8.9,22.3,20.98792799,13.55932203,5.407317566000001,No
41.20534310000001,-90.74145468,13.72437355,3.4377685639999997,15.15456537,32.6,8.2,24.2,20.12544389,20.42098649,5.3441361810000005,No
38.27855366,-90.17738453,11.51516969,3.090870821,12.96732071,36.3,9.0,20.7,21.90930146,7.84973367,3.659052454,No
39.23104017,-89.47889222,15.43920651,3.890972322,16.11002039,31.0,7.8,27.3,20.0189026,24.344917300000002,5.981441827,No
39.7155671,-90.20147724,15.91118254,3.799365264,16.13652531,32.1,7.3,25.9,19.54769868,24.750498999999998,5.221817016,No
39.6414236,-88.61930770000001,14.60219678,3.6758655819999997,15.69626036,24.8,8.8,24.2,20.26807918,16.95457454,8.030979039,No
42.0426525,-89.32067405,15.00177314,3.599472303,15.02807548,37.1,8.5,28.2,20.17814192,17.85412083,6.64981341,No
40.78806447,-89.75998456,15.62308231,3.729387004,16.59556525,35.9,7.4,22.0,19.00361065,34.72533698,6.320635687999999,No
38.08377711,-89.36698605,15.28088909,3.7540633189999997,16.14586717,32.1,7.5,26.4,20.70729155,32.49590388,5.660877635,No
40.01034967,-88.59110974,11.97634425,3.243975203,13.429547099999999,25.2,9.2,22.2,21.38773778,15.01743095,4.736170532,No
39.622509,-90.88630314,16.551702900000002,3.9364518489999996,16.71050823,29.8,7.8,32.1,19.27030181,30.86223354,7.148760331,No
37.41270136,-88.5615292,14.55316272,3.645583119,14.57587561,26.6,7.9,22.5,18.62900511,28.71410737,7.548430194,No
37.22288954,-89.12658824,21.1744064,4.487063885,19.37142409,34.6,6.6,22.9,15.8162163,42.45709124,7.451810061000001,No
41.204469,-89.28584768,12.90222948,3.34553228,13.63129888,26.0,9.0,19.6,20.48021002,15.09433962,5.846501129,No
38.05214073,-89.82532905,16.01917104,3.736605073,17.19819368,27.2,8.3,26.8,20.132633300000002,32.32073472,5.493967321,No
38.71239866,-88.08511317,16.57163833,4.047543561,16.86683598,28.1,8.3,21.8,18.94589724,34.44782168,6.342898021,No
41.4673262,-90.56738489,17.0094104,3.747031127,16.5978529,33.7,8.0,22.3,20.27725642,32.62023484,6.7429185270000005,No
38.470308100000004,-89.92839417,17.55936737,4.028036554,17.63409496,37.1,6.7,31.4,20.29093052,29.59679482,6.179024716,No
37.75319887,-88.5408089,17.85851737,4.190461486,18.73181196,27.1,6.3,35.6,18.13006134,47.22096701,7.053742802,No
39.75817299,-89.65888305,15.74953111,3.774816355,16.90159599,30.6,7.9,23.6,20.28360572,25.54988311,5.457399885,No
40.15803606,-90.61508532,15.73563351,3.8404896889999995,16.45989113,25.9,8.0,21.9,18.930683300000002,24.78134111,6.837294332999999,No
39.64412763,-90.47470403,15.15132631,3.8094624789999996,16.01112478,28.2,8.5,25.6,19.32669499,17.62114537,5.01497006,No
39.39112609,-88.80559467,14.99488796,3.786950291,15.60828073,32.3,8.1,25.5,19.24383165,28.8248337,5.083540704,No
41.09333242,-89.79752049999999,14.79505682,3.7349803219999997,15.85907311,25.5,7.8,24.0,19.19490815,23.31002331,6.280644408,No
42.35172404,-89.66236988,16.52765326,3.9857053860000002,16.16315354,34.0,8.1,25.0,18.24828708,28.62043091,6.287029048,No
40.50753266,-89.51342674,12.97728196,3.384798522,15.30132726,32.5,8.1,25.4,21.07699631,22.06649769,4.623842646,No
37.47123876,-89.25511829999999,16.72282027,4.070368633999999,16.92343091,37.2,8.0,28.9,18.97067244,27.98277983,7.252763669,No
40.18345022,-87.73284619,17.94663511,4.0705883510000005,17.67373955,40.9,7.4,31.5,18.97343856,47.58180943,6.462568211000001,No
38.446034399999995,-87.84450832,15.01181025,3.7695358999999997,15.892883900000001,35.4,8.5,22.1,19.62958477,31.63126977,5.981595092,No
40.84882236,-90.61501176,15.99009272,3.749977143,15.12656684,26.1,8.6,26.6,19.87809186,18.63841475,7.731520816000001,No
38.35217318,-89.41045417,13.61886952,3.474874027,14.89822675,28.4,8.8,29.5,20.800687699999997,22.6068527,5.336074365,No
38.42957814,-88.42563348,15.30847271,3.825259435,16.05691583,31.1,7.8,26.3,18.99280769,37.27272727,6.68368531,No
38.0874217,-88.17955296,15.07947709,3.78780522,15.98955568,29.4,7.4,21.3,19.10166535,47.50687083,6.081018732,No
41.75628031,-89.91411599,14.5412921,3.540548419,15.23500527,33.5,8.4,26.0,19.77343864,29.44054804,5.978433237999999,No
41.44502926,-87.97856177,14.6175548,3.274787028,13.07046548,31.8,8.8,22.8,20.83845236,12.88129478,6.262618166,No
37.73025754,-88.92992682,15.46163892,3.70898234,16.09802579,26.9,8.1,28.8,19.61996744,31.85883104,5.385702176000001,No
42.33626415,-89.16084976,18.42355788,4.236207117,17.02951657,33.3,7.7,24.7,19.81697658,28.99843506,7.397314444,No
40.78823179,-89.21114894,12.50845768,3.285148537,13.56310834,27.1,9.1,23.2,21.61336407,11.66984935,4.494453249,No
40.74563522,-84.93661743,18.93698604,4.423973683,20.45444489,34.8,8.1,30.4,16.20363671,26.65589661,11.62389695,No
41.09087832,-85.06657027,17.70571887,4.040670862,19.77459802,32.3,7.3,22.6,17.79632061,27.58391872,9.710885433,No
39.20596438,-85.89759911,16.10850455,3.9143893430000003,18.58875406,32.3,7.8,25.3,16.88777128,33.01716893,9.885531336,No
40.60626297,-87.31094315,19.18096278,4.318028203,20.870573,33.2,8.4,31.2,16.28506553,25.22333158,11.31028596,No
40.47364543,-85.3248267,18.65619489,4.179399818,19.70892534,34.2,8.3,29.1,15.93512041,37.76683087,8.597626753,No
40.05080318,-86.46871135,14.11130788,3.392693407,16.08657187,27.6,8.9,20.7,18.13219668,12.11305518,6.728952522999999,No
39.196239,-86.22738187,16.60424907,3.9903911130000003,18.72041058,31.2,8.7,22.8,16.506764800000003,16.31543168,10.48944926,No
